"Step","stilted-pyramid-12 - cosine_loss","stilted-pyramid-12 - cosine_loss__MIN","stilted-pyramid-12 - cosine_loss__MAX","eager-surf-9 - cosine_loss","eager-surf-9 - cosine_loss__MIN","eager-surf-9 - cosine_loss__MAX","glamorous-glade-8 - cosine_loss","glamorous-glade-8 - cosine_loss__MIN","glamorous-glade-8 - cosine_loss__MAX","robust-snowball-4 - cosine_loss","robust-snowball-4 - cosine_loss__MIN","robust-snowball-4 - cosine_loss__MAX"
"19","0.6859111785888672","0.6859111785888672","0.6859111785888672","0.7179919481277466","0.7179919481277466","0.7179919481277466","0.7049909830093384","0.7049909830093384","0.7049909830093384","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"20","0.6859071254730225","0.6859071254730225","0.6859071254730225","0.7179919481277466","0.7179919481277466","0.7179919481277466","0.7049909830093384","0.7049909830093384","0.7049909830093384","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"21","0.6823171377182007","0.6823171377182007","0.6823171377182007","0.7179919481277466","0.7179919481277466","0.7179919481277466","0.7046011686325073","0.7046011686325073","0.7046011686325073","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"22","0.6822344660758972","0.6822344660758972","0.6822344660758972","0.7128434777259827","0.7128434777259827","0.7128434777259827","0.7043308019638062","0.7043308019638062","0.7043308019638062","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"23","0.6817139387130737","0.6817139387130737","0.6817139387130737","0.7128104567527771","0.7128104567527771","0.7128104567527771","0.7037326097488403","0.7037326097488403","0.7037326097488403","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"24","0.6817139387130737","0.6817139387130737","0.6817139387130737","0.7118522524833679","0.7118522524833679","0.7118522524833679","0.7035028338432312","0.7035028338432312","0.7035028338432312","0.6945440173149109","0.6945440173149109","0.6945440173149109"
"25","0.6815879940986633","0.6815879940986633","0.6815879940986633","0.7118522524833679","0.7118522524833679","0.7118522524833679","0.7035028338432312","0.7035028338432312","0.7035028338432312","0.6940934658050537","0.6940934658050537","0.6940934658050537"
"26","0.6815879940986633","0.6815879940986633","0.6815879940986633","0.7113531231880188","0.7113531231880188","0.7113531231880188","0.7035028338432312","0.7035028338432312","0.7035028338432312","0.6940934658050537","0.6940934658050537","0.6940934658050537"
"27","0.6815879940986633","0.6815879940986633","0.6815879940986633","0.7113531231880188","0.7113531231880188","0.7113531231880188","0.7034904360771179","0.7034904360771179","0.7034904360771179","0.6939553022384644","0.6939553022384644","0.6939553022384644"
"28","0.6815752983093262","0.6815752983093262","0.6815752983093262","0.7090976238250732","0.7090976238250732","0.7090976238250732","0.7034904360771179","0.7034904360771179","0.7034904360771179","0.6935366988182068","0.6935366988182068","0.6935366988182068"
"29","0.6815682649612427","0.6815682649612427","0.6815682649612427","0.7081741094589233","0.7081741094589233","0.7081741094589233","0.7034372091293335","0.7034372091293335","0.7034372091293335","0.6935366988182068","0.6935366988182068","0.6935366988182068"
"30","0.6815682649612427","0.6815682649612427","0.6815682649612427","0.7078996896743774","0.7078996896743774","0.7078996896743774","0.7033953666687012","0.7033953666687012","0.7033953666687012","0.6935366988182068","0.6935366988182068","0.6935366988182068"
"31","0.6811352372169495","0.6811352372169495","0.6811352372169495","0.7067568302154541","0.7067568302154541","0.7067568302154541","0.7033953666687012","0.7033953666687012","0.7033953666687012","0.6935366988182068","0.6935366988182068","0.6935366988182068"
"32","0.6811352372169495","0.6811352372169495","0.6811352372169495","0.7067568302154541","0.7067568302154541","0.7067568302154541","0.7018336057662964","0.7018336057662964","0.7018336057662964","0.6935366988182068","0.6935366988182068","0.6935366988182068"
"33","0.6811352372169495","0.6811352372169495","0.6811352372169495","0.7062597274780273","0.7062597274780273","0.7062597274780273","0.7009766697883606","0.7009766697883606","0.7009766697883606","0.6904287338256836","0.6904287338256836","0.6904287338256836"
"34","0.680182695388794","0.680182695388794","0.680182695388794","0.7061902284622192","0.7061902284622192","0.7061902284622192","0.6999560594558716","0.6999560594558716","0.6999560594558716","0.6904287338256836","0.6904287338256836","0.6904287338256836"
"35","0.680182695388794","0.680182695388794","0.680182695388794","0.7037659287452698","0.7037659287452698","0.7037659287452698","0.6999560594558716","0.6999560594558716","0.6999560594558716","0.6904287338256836","0.6904287338256836","0.6904287338256836"
"36","0.6797672510147095","0.6797672510147095","0.6797672510147095","0.7037659287452698","0.7037659287452698","0.7037659287452698","0.6999560594558716","0.6999560594558716","0.6999560594558716","0.6884040236473083","0.6884040236473083","0.6884040236473083"
"37","0.6797621250152588","0.6797621250152588","0.6797621250152588","0.7027508020401001","0.7027508020401001","0.7027508020401001","0.6999560594558716","0.6999560594558716","0.6999560594558716","0.688403308391571","0.688403308391571","0.688403308391571"
"38","0.6797672510147095","0.6797672510147095","0.6797672510147095","0.7010310888290405","0.7010310888290405","0.7010310888290405","0.6998648047447205","0.6998648047447205","0.6998648047447205","0.6871428489685059","0.6871428489685059","0.6871428489685059"
"39","0.6797672510147095","0.6797672510147095","0.6797672510147095","0.6983070969581604","0.6983070969581604","0.6983070969581604","0.6997933983802795","0.6997933983802795","0.6997933983802795","0.6869340538978577","0.6869340538978577","0.6869340538978577"
"40","0.6797672510147095","0.6797672510147095","0.6797672510147095","0.6973762512207031","0.6973762512207031","0.6973762512207031","0.6997933983802795","0.6997933983802795","0.6997933983802795","0.6864056587219238","0.6864056587219238","0.6864056587219238"
"41","0.6793938875198364","0.6793938875198364","0.6793938875198364","0.6939952969551086","0.6939952969551086","0.6939952969551086","0.6987928748130798","0.6987928748130798","0.6987928748130798","0.6852261424064636","0.6852261424064636","0.6852261424064636"
"42","0.6799280047416687","0.6799280047416687","0.6799280047416687","0.6924192905426025","0.6924192905426025","0.6924192905426025","0.6986771821975708","0.6986771821975708","0.6986771821975708","0.6852261424064636","0.6852261424064636","0.6852261424064636"
"43","0.6799214482307434","0.6799214482307434","0.6799214482307434","0.6924192905426025","0.6924192905426025","0.6924192905426025","0.6986771821975708","0.6986771821975708","0.6986771821975708","0.6852261424064636","0.6852261424064636","0.6852261424064636"
"44","0.6799214482307434","0.6799214482307434","0.6799214482307434","0.6914322972297668","0.6914322972297668","0.6914322972297668","0.6978089809417725","0.6978089809417725","0.6978089809417725","0.6847697496414185","0.6847697496414185","0.6847697496414185"
"45","0.6799214482307434","0.6799214482307434","0.6799214482307434","0.6901481747627258","0.6901481747627258","0.6901481747627258","0.6974363923072815","0.6974363923072815","0.6974363923072815","0.6847697496414185","0.6847697496414185","0.6847697496414185"
"46","0.6798441410064697","0.6798441410064697","0.6798441410064697","0.6899802088737488","0.6899802088737488","0.6899802088737488","0.6974322199821472","0.6974322199821472","0.6974322199821472","0.6847345232963562","0.6847345232963562","0.6847345232963562"
"47","0.6797724366188049","0.6797724366188049","0.6797724366188049","0.6899802088737488","0.6899802088737488","0.6899802088737488","0.6959933042526245","0.6959933042526245","0.6959933042526245","0.6823925971984863","0.6823925971984863","0.6823925971984863"
"48","0.6797724366188049","0.6797724366188049","0.6797724366188049","0.6899799108505249","0.6899799108505249","0.6899799108505249","0.6956241130828857","0.6956241130828857","0.6956241130828857","0.6823925971984863","0.6823925971984863","0.6823925971984863"
"49","0.6797724366188049","0.6797724366188049","0.6797724366188049","0.6899756193161011","0.6899756193161011","0.6899756193161011","0.6949305534362793","0.6949305534362793","0.6949305534362793","0.6816215515136719","0.6816215515136719","0.6816215515136719"
"50","0.6797724366188049","0.6797724366188049","0.6797724366188049","0.6899756193161011","0.6899756193161011","0.6899756193161011","0.6949073672294617","0.6949073672294617","0.6949073672294617","0.6810044050216675","0.6810044050216675","0.6810044050216675"
"51","0.679746687412262","0.679746687412262","0.679746687412262","0.6875478029251099","0.6875478029251099","0.6875478029251099","0.6943162679672241","0.6943162679672241","0.6943162679672241","0.6810029745101929","0.6810029745101929","0.6810029745101929"
"52","0.6797428131103516","0.6797428131103516","0.6797428131103516","0.6875478029251099","0.6875478029251099","0.6875478029251099","0.6929739713668823","0.6929739713668823","0.6929739713668823","0.6809464693069458","0.6809464693069458","0.6809464693069458"
"53","0.6797375679016113","0.6797375679016113","0.6797375679016113","0.6867725849151611","0.6867725849151611","0.6867725849151611","0.6923059821128845","0.6923059821128845","0.6923059821128845","0.680849015712738","0.680849015712738","0.680849015712738"
"54","0.6794459223747253","0.6794459223747253","0.6794459223747253","0.686525821685791","0.686525821685791","0.686525821685791","0.6918054819107056","0.6918054819107056","0.6918054819107056","0.680849015712738","0.680849015712738","0.680849015712738"
"55","0.6794193983078003","0.6794193983078003","0.6794193983078003","0.6858435273170471","0.6858435273170471","0.6858435273170471","0.69118332862854","0.69118332862854","0.69118332862854","0.6804763674736023","0.6804763674736023","0.6804763674736023"
"56","0.6793628334999084","0.6793628334999084","0.6793628334999084","0.6858435273170471","0.6858435273170471","0.6858435273170471","0.6911589503288269","0.6911589503288269","0.6911589503288269","0.6801692843437195","0.6801692843437195","0.6801692843437195"
"57","0.6793628334999084","0.6793628334999084","0.6793628334999084","0.6804947853088379","0.6804947853088379","0.6804947853088379","0.6911141872406006","0.6911141872406006","0.6911141872406006","0.6801692843437195","0.6801692843437195","0.6801692843437195"
"58","0.6793628334999084","0.6793628334999084","0.6793628334999084","0.6804947853088379","0.6804947853088379","0.6804947853088379","0.6911141872406006","0.6911141872406006","0.6911141872406006","0.6796624660491943","0.6796624660491943","0.6796624660491943"
"59","0.677275538444519","0.677275538444519","0.677275538444519","0.6801468729972839","0.6801468729972839","0.6801468729972839","0.6892911195755005","0.6892911195755005","0.6892911195755005","0.6779090166091919","0.6779090166091919","0.6779090166091919"
"60","0.6767136454582214","0.6767136454582214","0.6767136454582214","0.6790844202041626","0.6790844202041626","0.6790844202041626","0.6891711354255676","0.6891711354255676","0.6891711354255676","0.6779090166091919","0.6779090166091919","0.6779090166091919"
"61","0.6766530275344849","0.6766530275344849","0.6766530275344849","0.6790844202041626","0.6790844202041626","0.6790844202041626","0.6889348030090332","0.6889348030090332","0.6889348030090332","0.6778935790061951","0.6778935790061951","0.6778935790061951"
"62","0.6746178865432739","0.6746178865432739","0.6746178865432739","0.6778648495674133","0.6778648495674133","0.6778648495674133","0.6886917352676392","0.6886917352676392","0.6886917352676392","0.6771718263626099","0.6771718263626099","0.6771718263626099"
"63","0.6743367314338684","0.6743367314338684","0.6743367314338684","0.6772197484970093","0.6772197484970093","0.6772197484970093","0.6883773803710938","0.6883773803710938","0.6883773803710938","0.6767325401306152","0.6767325401306152","0.6767325401306152"
"64","0.674088716506958","0.674088716506958","0.674088716506958","0.6763469576835632","0.6763469576835632","0.6763469576835632","0.6882798075675964","0.6882798075675964","0.6882798075675964","0.6767183542251587","0.6767183542251587","0.6767183542251587"
"65","0.6740674376487732","0.6740674376487732","0.6740674376487732","0.6760275959968567","0.6760275959968567","0.6760275959968567","0.6880190968513489","0.6880190968513489","0.6880190968513489","0.6767183542251587","0.6767183542251587","0.6767183542251587"
"66","0.6739777326583862","0.6739777326583862","0.6739777326583862","0.6760275959968567","0.6760275959968567","0.6760275959968567","0.6880052089691162","0.6880052089691162","0.6880052089691162","0.6767183542251587","0.6767183542251587","0.6767183542251587"
"67","0.6739745140075684","0.6739745140075684","0.6739745140075684","0.6756935119628906","0.6756935119628906","0.6756935119628906","0.6880052089691162","0.6880052089691162","0.6880052089691162","0.6767141819000244","0.6767141819000244","0.6767141819000244"
"68","0.6738061904907227","0.6738061904907227","0.6738061904907227","0.675690770149231","0.675690770149231","0.675690770149231","0.6879843473434448","0.6879843473434448","0.6879843473434448","0.676552951335907","0.676552951335907","0.676552951335907"
"69","0.6725946068763733","0.6725946068763733","0.6725946068763733","0.6756870746612549","0.6756870746612549","0.6756870746612549","0.6878040432929993","0.6878040432929993","0.6878040432929993","0.6765158176422119","0.6765158176422119","0.6765158176422119"
"70","0.6738039255142212","0.6738039255142212","0.6738039255142212","0.6746300458908081","0.6746300458908081","0.6746300458908081","0.6876747012138367","0.6876747012138367","0.6876747012138367","0.6758754253387451","0.6758754253387451","0.6758754253387451"
"71","0.6737905144691467","0.6737905144691467","0.6737905144691467","0.6744856834411621","0.6744856834411621","0.6744856834411621","0.6876553297042847","0.6876553297042847","0.6876553297042847","0.6758754253387451","0.6758754253387451","0.6758754253387451"
"72","0.6735486388206482","0.6735486388206482","0.6735486388206482","0.673952579498291","0.673952579498291","0.673952579498291","0.6876553297042847","0.6876553297042847","0.6876553297042847","0.6758754253387451","0.6758754253387451","0.6758754253387451"
"73","0.6728085279464722","0.6728085279464722","0.6728085279464722","0.6734101176261902","0.6734101176261902","0.6734101176261902","0.6876499652862549","0.6876499652862549","0.6876499652862549","0.6747233271598816","0.6747233271598816","0.6747233271598816"
"74","0.672681987285614","0.672681987285614","0.672681987285614","0.6734101176261902","0.6734101176261902","0.6734101176261902","0.6869044303894043","0.6869044303894043","0.6869044303894043","0.6747233271598816","0.6747233271598816","0.6747233271598816"
"75","0.6721369624137878","0.6721369624137878","0.6721369624137878","0.6729245185852051","0.6729245185852051","0.6729245185852051","0.68681800365448","0.68681800365448","0.68681800365448","0.6747233271598816","0.6747233271598816","0.6747233271598816"
"76","0.6720244288444519","0.6720244288444519","0.6720244288444519","0.6725660562515259","0.6725660562515259","0.6725660562515259","0.6868141889572144","0.6868141889572144","0.6868141889572144","0.6743184328079224","0.6743184328079224","0.6743184328079224"
"77","0.6720244288444519","0.6720244288444519","0.6720244288444519","0.6723607778549194","0.6723607778549194","0.6723607778549194","0.6866676211357117","0.6866676211357117","0.6866676211357117","0.6743184328079224","0.6743184328079224","0.6743184328079224"
"78","0.6697626113891602","0.6697626113891602","0.6697626113891602","0.6721206307411194","0.6721206307411194","0.6721206307411194","0.6866676211357117","0.6866676211357117","0.6866676211357117","0.6743031740188599","0.6743031740188599","0.6743031740188599"
"79","0.6697171926498413","0.6697171926498413","0.6697171926498413","0.6716225147247314","0.6716225147247314","0.6716225147247314","0.6866676211357117","0.6866676211357117","0.6866676211357117","0.6743031740188599","0.6743031740188599","0.6743031740188599"
"80","0.6697171926498413","0.6697171926498413","0.6697171926498413","0.6714501976966858","0.6714501976966858","0.6714501976966858","0.6866550445556641","0.6866550445556641","0.6866550445556641","0.6743031740188599","0.6743031740188599","0.6743031740188599"
"81","0.6697171926498413","0.6697171926498413","0.6697171926498413","0.6714501976966858","0.6714501976966858","0.6714501976966858","0.6856113076210022","0.6856113076210022","0.6856113076210022","0.6739397644996643","0.6739397644996643","0.6739397644996643"
"82","0.6680805683135986","0.6680805683135986","0.6680805683135986","0.6710820198059082","0.6710820198059082","0.6710820198059082","0.6853016018867493","0.6853016018867493","0.6853016018867493","0.6738848686218262","0.6738848686218262","0.6738848686218262"
"83","0.668215274810791","0.668215274810791","0.668215274810791","0.6705911755561829","0.6705911755561829","0.6705911755561829","0.6849541664123535","0.6849541664123535","0.6849541664123535","0.6730490326881409","0.6730490326881409","0.6730490326881409"
"84","0.6680355072021484","0.6680355072021484","0.6680355072021484","0.669194221496582","0.669194221496582","0.669194221496582","0.6849473714828491","0.6849473714828491","0.6849473714828491","0.6730490326881409","0.6730490326881409","0.6730490326881409"
"85","0.6682021617889404","0.6682021617889404","0.6682021617889404","0.6691872477531433","0.6691872477531433","0.6691872477531433","0.6849473714828491","0.6849473714828491","0.6849473714828491","0.6722894310951233","0.6722894310951233","0.6722894310951233"
"86","0.6680839657783508","0.6680839657783508","0.6680839657783508","0.6683329343795776","0.6683329343795776","0.6683329343795776","0.6849473714828491","0.6849473714828491","0.6849473714828491","0.6722894310951233","0.6722894310951233","0.6722894310951233"
"87","0.6680839657783508","0.6680839657783508","0.6680839657783508","0.6681803464889526","0.6681803464889526","0.6681803464889526","0.6847451329231262","0.6847451329231262","0.6847451329231262","0.6708222031593323","0.6708222031593323","0.6708222031593323"
"88","0.6679483652114868","0.6679483652114868","0.6679483652114868","0.6680986881256104","0.6680986881256104","0.6680986881256104","0.6846840381622314","0.6846840381622314","0.6846840381622314","0.6695383787155151","0.6695383787155151","0.6695383787155151"
"89","0.6673399209976196","0.6673399209976196","0.6673399209976196","0.667884111404419","0.667884111404419","0.667884111404419","0.6846814155578613","0.6846814155578613","0.6846814155578613","0.6694821119308472","0.6694821119308472","0.6694821119308472"
"90","0.6673399209976196","0.6673399209976196","0.6673399209976196","0.667884111404419","0.667884111404419","0.667884111404419","0.6846520304679871","0.6846520304679871","0.6846520304679871","0.6694821119308472","0.6694821119308472","0.6694821119308472"
"91","0.6667996048927307","0.6667996048927307","0.6667996048927307","0.6678258776664734","0.6678258776664734","0.6678258776664734","0.6846503019332886","0.6846503019332886","0.6846503019332886","0.6693546175956726","0.6693546175956726","0.6693546175956726"
"92","0.6667996048927307","0.6667996048927307","0.6667996048927307","0.6672667264938354","0.6672667264938354","0.6672667264938354","0.6846473217010498","0.6846473217010498","0.6846473217010498","0.6681409478187561","0.6681409478187561","0.6681409478187561"
"93","0.6659590005874634","0.6659590005874634","0.6659590005874634","0.6672629117965698","0.6672629117965698","0.6672629117965698","0.6846451759338379","0.6846451759338379","0.6846451759338379","0.6681375503540039","0.6681375503540039","0.6681375503540039"
"94","0.6658380627632141","0.6658380627632141","0.6658380627632141","0.6672110557556152","0.6672110557556152","0.6672110557556152","0.6844976544380188","0.6844976544380188","0.6844976544380188","0.6681357622146606","0.6681357622146606","0.6681357622146606"
"95","0.6657373309135437","0.6657373309135437","0.6657373309135437","0.6671097278594971","0.6671097278594971","0.6671097278594971","0.6844976544380188","0.6844976544380188","0.6844976544380188","0.667950451374054","0.667950451374054","0.667950451374054"
"96","0.6658394932746887","0.6658394932746887","0.6658394932746887","0.6670230627059937","0.6670230627059937","0.6670230627059937","0.6842607855796814","0.6842607855796814","0.6842607855796814","0.667949914932251","0.667949914932251","0.667949914932251"
"97","0.6650806665420532","0.6650806665420532","0.6650806665420532","0.666401743888855","0.666401743888855","0.666401743888855","0.684123158454895","0.684123158454895","0.684123158454895","0.667949914932251","0.667949914932251","0.667949914932251"
"98","0.6662081480026245","0.6662081480026245","0.6662081480026245","0.6663970947265625","0.6663970947265625","0.6663970947265625","0.6840806603431702","0.6840806603431702","0.6840806603431702","0.6663765907287598","0.6663765907287598","0.6663765907287598"
"99","0.665795624256134","0.665795624256134","0.665795624256134","0.6663966178894043","0.6663966178894043","0.6663966178894043","0.6840645670890808","0.6840645670890808","0.6840645670890808","0.6663765907287598","0.6663765907287598","0.6663765907287598"
"100","0.6637074947357178","0.6637074947357178","0.6637074947357178","0.6663966178894043","0.6663966178894043","0.6663966178894043","0.6840645670890808","0.6840645670890808","0.6840645670890808","0.6657693982124329","0.6657693982124329","0.6657693982124329"
"101","0.6633709669113159","0.6633709669113159","0.6633709669113159","0.6660192012786865","0.6660192012786865","0.6660192012786865","0.6839905977249146","0.6839905977249146","0.6839905977249146","0.6656990051269531","0.6656990051269531","0.6656990051269531"
"102","0.6632314920425415","0.6632314920425415","0.6632314920425415","0.6660144925117493","0.6660144925117493","0.6660144925117493","0.6839905977249146","0.6839905977249146","0.6839905977249146","0.6656990051269531","0.6656990051269531","0.6656990051269531"
"103","0.6630027890205383","0.6630027890205383","0.6630027890205383","0.6651086211204529","0.6651086211204529","0.6651086211204529","0.6839833855628967","0.6839833855628967","0.6839833855628967","0.665602445602417","0.665602445602417","0.665602445602417"
"104","0.6628638505935669","0.6628638505935669","0.6628638505935669","0.6651086211204529","0.6651086211204529","0.6651086211204529","0.6839752197265625","0.6839752197265625","0.6839752197265625","0.665602445602417","0.665602445602417","0.665602445602417"
"105","0.6623134613037109","0.6623134613037109","0.6623134613037109","0.6651086211204529","0.6651086211204529","0.6651086211204529","0.683975100517273","0.683975100517273","0.683975100517273","0.665362536907196","0.665362536907196","0.665362536907196"
"106","0.6621159315109253","0.6621159315109253","0.6621159315109253","0.6651086211204529","0.6651086211204529","0.6651086211204529","0.6839737892150879","0.6839737892150879","0.6839737892150879","0.665362536907196","0.665362536907196","0.665362536907196"
"107","0.662048876285553","0.662048876285553","0.662048876285553","0.664948046207428","0.664948046207428","0.664948046207428","0.6839737892150879","0.6839737892150879","0.6839737892150879","0.6651694774627686","0.6651694774627686","0.6651694774627686"
"108","0.6621599197387695","0.6621599197387695","0.6621599197387695","0.664948046207428","0.664948046207428","0.664948046207428","0.6837766170501709","0.6837766170501709","0.6837766170501709","0.6651694774627686","0.6651694774627686","0.6651694774627686"
"109","0.6621468663215637","0.6621468663215637","0.6621468663215637","0.664948046207428","0.664948046207428","0.664948046207428","0.6837766170501709","0.6837766170501709","0.6837766170501709","0.6651694774627686","0.6651694774627686","0.6651694774627686"
"110","0.6621372699737549","0.6621372699737549","0.6621372699737549","0.6649335622787476","0.6649335622787476","0.6649335622787476","0.683079183101654","0.683079183101654","0.683079183101654","0.665168285369873","0.665168285369873","0.665168285369873"
"111","0.6619191765785217","0.6619191765785217","0.6619191765785217","0.6649335622787476","0.6649335622787476","0.6649335622787476","0.683079183101654","0.683079183101654","0.683079183101654","0.665168285369873","0.665168285369873","0.665168285369873"
"112","0.6619020104408264","0.6619020104408264","0.6619020104408264","0.6644733548164368","0.6644733548164368","0.6644733548164368","0.6827683448791504","0.6827683448791504","0.6827683448791504","0.665168285369873","0.665168285369873","0.665168285369873"
"113","0.6617222428321838","0.6617222428321838","0.6617222428321838","0.6641247272491455","0.6641247272491455","0.6641247272491455","0.6826955080032349","0.6826955080032349","0.6826955080032349","0.665168285369873","0.665168285369873","0.665168285369873"
"114","0.661480724811554","0.661480724811554","0.661480724811554","0.6641247272491455","0.6641247272491455","0.6641247272491455","0.6824945211410522","0.6824945211410522","0.6824945211410522","0.6641997694969177","0.6641997694969177","0.6641997694969177"
"115","0.6613723635673523","0.6613723635673523","0.6613723635673523","0.6637508869171143","0.6637508869171143","0.6637508869171143","0.6824937462806702","0.6824937462806702","0.6824937462806702","0.6641997694969177","0.6641997694969177","0.6641997694969177"
"116","0.6613718271255493","0.6613718271255493","0.6613718271255493","0.663719892501831","0.663719892501831","0.663719892501831","0.6824755668640137","0.6824755668640137","0.6824755668640137","0.6641364097595215","0.6641364097595215","0.6641364097595215"
"117","0.6613718271255493","0.6613718271255493","0.6613718271255493","0.663719892501831","0.663719892501831","0.663719892501831","0.6824755668640137","0.6824755668640137","0.6824755668640137","0.6641364097595215","0.6641364097595215","0.6641364097595215"
"118","0.6613427400588989","0.6613427400588989","0.6613427400588989","0.6632460355758667","0.6632460355758667","0.6632460355758667","0.6823428869247437","0.6823428869247437","0.6823428869247437","0.6641364097595215","0.6641364097595215","0.6641364097595215"
"119","0.6613143682479858","0.6613143682479858","0.6613143682479858","0.6629046201705933","0.6629046201705933","0.6629046201705933","0.6822569370269775","0.6822569370269775","0.6822569370269775","0.6641364097595215","0.6641364097595215","0.6641364097595215"
"120","0.660835325717926","0.660835325717926","0.660835325717926","0.662603497505188","0.662603497505188","0.662603497505188","0.6820117235183716","0.6820117235183716","0.6820117235183716","0.663731038570404","0.663731038570404","0.663731038570404"
"121","0.660749077796936","0.660749077796936","0.660749077796936","0.6623957753181458","0.6623957753181458","0.6623957753181458","0.6815698742866516","0.6815698742866516","0.6815698742866516","0.6636508703231812","0.6636508703231812","0.6636508703231812"
